,Predicted_Survival
136,-0.0259929189929184
137,-0.0117972916130134
138,-0.00660455574382296
139,-0.0188352659070019
140,-0.0117972916130134
141,-0.0137987457480196
142,-0.0190776194614979
143,-0.021256800852751
144,-0.0138477029493898
145,-0.0137987457480196
146,-0.0263730489479361
147,-0.0116167753468465
148,-0.0117972916130134
149,0.000933227297111277
150,-0.0137987457480196
151,-0.0196711030171906
152,-0.0174676982113291
153,-0.0170018321269404
154,-0.0069701304803907
155,-0.0137987457480196
156,-0.00961671444226265
157,-0.00902323088656995
158,-0.0137987457480196
159,-0.0197006493905154
160,-0.00660455574382296
161,-0.00586785739788241
162,-0.0182417823513092
163,-0.0178502074812966
164,-0.014410437628808
165,-0.00556385947856329
166,-0.0110232074730334
167,-0.011234266076879
168,-0.00513839627781531
169,-0.0147575810194973
170,-0.0203040899682262
171,-0.0117972916130134
172,0.000933227297111277
173,-0.0132052621923269
174,-0.0187064958521251
175,-0.0190776194614979
176,-0.0137987457480196
177,0.0013417367005236
178,-0.0117972916130134
179,-0.0107804105005964
180,-0.0137987457480196
181,-0.0119200693771442
182,0.000567652560543532
183,-0.00660455574382296
184,0.000933227297111277
185,-0.0117972916130134
186,-0.0117972916130134
187,-0.0193350746539477
188,-0.0162202806937687
189,-0.0137987457480196
190,-0.00972106086051503
191,0.000933227297111277
192,0.000933227297111277
193,-0.00852414888504715
194,-0.00445922526249281
195,-0.00852414888504715
196,-0.00633790163336819
197,-0.0033648509619341
198,-0.00456186651945826
199,-0.0128341385829541
200,-0.0166527677697674
201,-0.0188352659070019
202,-0.0171544974831969
203,-0.0192008406435696
204,-0.0247471265715158
205,-0.00707023864989278
206,-0.0117972916130134
207,-0.0195673916222857
208,-0.0117972916130134
209,0.00166992564305183
210,-0.0110232074730334
211,-0.00980934170022983
212,-0.0213365287889538
213,-0.00586785739788241
214,0.000567652560543532
215,-0.00824914674658988
216,-0.0196711030171906
217,-0.00707023864989278
218,-0.0166546887362511
219,-0.0116181685772688
220,-0.0167743675281791
221,0.000933227297111277
222,0.000933227297111277
223,-0.0142188265587626
224,-0.0110232074730334
225,-0.0158169306595787
226,-0.00148830764863787
227,-0.00961671444226265
228,-0.0116181685772688
229,-0.00998228917883039
230,-0.0188352659070019
231,-0.0206633172970583
232,-0.00660455574382296
233,-0.00557211692309537
234,-0.0162202806937687
235,-0.0193350746539477
236,-0.0186682105697878
237,-0.000371123609372804
238,-0.0213365287889538
239,-0.00557211692309537
240,0.000933227297111277
241,-0.0180985675610613
242,-0.0110232074730334
243,-0.0188352659070019
244,-0.0132052621923269
245,-0.00660455574382296
246,-0.0193350746539477
247,-0.00660455574382296
248,-0.0193350746539477
249,-0.0174268519097474
250,-0.0142188265587626
251,-0.0253406101272085
252,-0.0117972916130134
253,-0.0117972916130134
254,-0.00339153975234457
255,-0.00961671444226265
256,-0.0117972916130134
257,-0.0137987457480196
258,-0.0253406101272085
259,0.000933227297111277
260,-0.0117972916130134
261,-0.0117972916130134
262,-0.0213365287889538
263,-0.0117972916130134
264,0.000933227297111277
265,-0.0106161756181638
266,-0.0137987457480196
267,-0.0173244834210813
268,-0.0117972916130134
269,-0.00148830764863787
270,-0.0110605932670729
271,0.000933227297111277
272,-0.0257061848637763
273,-0.0259929189929184
274,-0.0188352659070019
275,-0.0117972916130134
276,-0.0117972916130134
277,-0.0143920062829296
278,-0.00790607576008148
279,-0.0124311780523468
280,-0.0182182463529894
281,-0.021256800852751
282,0.000933227297111277
283,-0.0117972916130134
284,-0.0161825053961464
285,-0.00557211692309537
286,-0.0189549446989299
287,-0.0188352659070019
288,-0.00961671444226265
289,-0.00660455574382296
290,-0.0170202634728188
291,-0.00896540806641335
292,-0.0220926379629397
293,-0.0135708369288946
294,-0.0130246616080395
295,-0.0142188265587626
296,-0.0142188265587626
297,-0.0188352659070019
298,-0.01604277383468
299,-0.00972106086051503
300,-0.0117972916130134
301,-0.00935548612394728
302,-0.0111459852371641
303,-0.012008350216859
304,-0.00556385947856329
305,-0.0170202634728188
306,-0.0116181685772688
307,0.00170731143709135
308,-0.0168786109448687
309,-0.0117972916130134
310,-0.0137987457480196
311,-0.0112038080573207
312,-0.0188352659070019
313,-0.0190776194614979
314,-0.0137987457480196
315,-0.0117972916130134
316,-0.00707023864989278
317,-0.00660455574382296
318,-0.00556385947856329
319,0.000933227297111277
320,-0.0253406101272085
321,-0.0110232074730334
322,-0.00707023864989278
323,-0.0160612051805584
324,-0.00886158475044371
325,-0.00756531361356946
326,-0.0117972916130134
327,-0.0196711030171906
328,0.000933227297111277
329,0.000933227297111277
330,-0.0174676982113291
331,-0.0188352659070019
332,-0.0188352659070019
333,-0.0158169306595787
334,-0.0110062536756977
335,0.00170731143709135
336,-0.0143920062829296
337,-0.0110232074730334
338,-0.0110232074730334
339,-0.0117972916130134
340,-0.00185388238520562
341,-0.0196711030171906
342,-0.00454697836614625
343,-0.0142188265587626
344,0.000933227297111277
345,-0.0132052621923269
346,-0.0121628663495812
347,-0.0137987457480196
348,-0.00790607576008148
349,-0.0180985675610613
350,-0.0142188265587626
351,-0.0117972916130134
352,-0.0117972916130134
353,-0.0114261680036406
354,-0.0166527677697674
355,-0.0143920062829296
356,0.000933227297111277
357,-0.0117972916130134
358,-0.0192008406435696
359,-0.0174268519097474
360,-0.0182417823513092
361,-0.0117972916130134
362,-0.0180611817670218
363,-0.0137987457480196
364,-0.0117972916130134
365,-0.0132052621923269
366,0.000933227297111277
367,-0.0162202806937687
368,-0.0193350746539477
369,-0.00557211692309537
370,-0.0137987457480196
371,-0.0135708369288946
372,-0.0174676982113291
373,0.000933227297111277
374,-0.00148830764863787
375,-0.0117972916130134
376,-0.0129369085043861
377,-0.00656332065446443
378,0.000745704691585514
379,-0.0213365287889538
380,-0.0205201025068105
381,-0.0115997372313904
382,-0.0183026358332201
383,-0.00622442578880519
384,-0.0143920062829296
385,-0.0142188265587626
386,-0.0162202806937687
387,-0.0213365287889538
388,-0.0132052621923269
389,-0.0117972916130134
390,-0.0137987457480196
391,-0.0261764472373972
392,-0.0121628663495812
393,-0.0137987457480196
394,-0.0188352659070019
395,-0.0137987457480196
396,-0.0117972916130134
397,0.000933227297111277
398,-0.0117972916130134
399,0.000933227297111277
400,0.00313223581374047
401,-0.0137987457480196
402,-0.0117972916130134
403,-0.0263584937294861
404,-0.0188352659070019
405,-0.0162202806937687
406,-0.0103419708136872
407,-0.00790607576008148
408,-0.0117972916130134
409,-0.0190776194614979
410,-0.0117972916130134
411,-0.0188352659070019
412,-0.0119653119679582
413,-0.0137987457480196
414,0.000933227297111277
415,-0.0193350746539477
416,-0.0259929189929184
417,0.000567652560543532
418,0.000933227297111277
419,-0.0117972916130134
420,-0.0183026358332201
421,0.000567652560543532
422,-0.021256800852751
423,0.000933227297111277
424,-0.0117972916130134
425,-0.0121628663495812
426,-0.00660455574382296
427,-0.013482128212822
428,-0.0162202806937687
429,-0.00586785739788241
430,-0.00593769165966311
431,-0.00148830764863787
432,-0.0165910147995587
433,-0.0209563988339361
434,-0.00707023864989278
435,-0.0137987457480196
436,0.000933227297111277
437,-0.021256800852751
438,0.000326694785545184
439,-0.0143920062829296
440,-0.0182417823513092
441,-0.0113718284122655
442,-0.0117972916130134
443,-0.0162202806937687
444,-0.0151030966545037
445,-0.0137987457480196
446,-0.0193350746539477
447,-0.0203040899682262
448,-0.00488966147914198
449,-0.0114747307662382
450,-0.00859983332984561
451,-0.021256800852751
452,-0.00557211692309537
453,-0.0137987457480196
454,-0.00935548612394728
455,-0.0132052621923269
456,-0.0124311780523468
457,-0.0183026358332201
458,-0.0137987457480196
459,-0.0130620474020791
460,-0.0134276221386468
461,-0.00707023864989278
462,-0.0104193356353172
463,0.00474512448581228
464,-0.0081585741484794
465,0.000933227297111277
466,-0.00556385947856329
467,-0.0184641422976291
468,-0.0099868485593186
469,-0.00756531361356946
470,-0.00756531361356946
471,-0.00035656839092278
472,-0.0120692036987699
473,-0.0150233687183009
474,-0.0073374047944445
475,-0.0126018337725517
476,-0.00958349852512852
477,-0.00697183005787676
478,-0.00433644749836203
479,-0.00556385947856329
480,-0.0116181685772688
481,-0.00938880562313769
482,-0.00961671444226265
483,-0.00754048368976423
484,-0.0122114291121788
485,-0.0141643204845873
486,-0.00896540806641335
487,-0.014039703523018
488,-0.0174905258464398
489,-0.00961671444226265
490,-0.00339153975234457
491,-0.0120382493880118
492,-0.0168970422907471
493,-0.0116181685772688
494,-0.0181235127974754
495,0.000692269522112929
496,-0.0113902597581439
497,-0.00339153975234457
498,-0.0120382493880118
499,-0.0106161756181638
500,-0.0167743675281791
501,-0.014039703523018
502,-0.0193350746539477
503,-0.0158169306595787
504,-0.0205998304430133
505,-0.0213365287889538
506,-0.0193350746539477
507,-0.0193350746539477
508,-0.0189549446989299
509,-0.0117972916130134
510,-0.0182417823513092
511,-0.00994907326169626
512,-0.0190762236820002
513,-0.00700133972544671
514,-0.0073374047944445
515,-0.0105698796328122
516,-0.0104297239173407
517,-0.0119837433138366
518,-0.0111465129732255
519,-0.0099868485593186
520,-0.0151030966545037
521,-0.00922715948701145
522,-0.0137987457480196
523,0.00311380446786208
524,-0.0166546887362511
525,-0.0110605932670729
526,-0.0165858554303365
527,-0.0152278433931182
528,-0.0158169306595787
529,-0.0121628663495812
530,-0.00442397857307216
531,-0.0181235127974754
532,-0.00961671444226265
533,-0.0112096591738565
534,-0.0171399422647469
535,-0.00961671444226265
536,-0.0134128409589352
537,-0.0132652298794551
538,-0.0170018321269404
539,-0.00660455574382296
540,-0.0172441856814364
541,-0.0203040899682262
542,-0.0176078539268006
543,-0.0116181685772688
544,-0.0120382493880118
545,-0.014039703523018
546,-0.0132052621923269
547,-0.0117972916130134
548,9.00634564496511e-06
549,-0.0110246850215761
550,-0.0117972916130134
551,-0.0110246850215761
552,-0.021256800852751
553,-0.0259929189929184
554,-0.0117972916130134
555,-0.0193350746539477
556,-0.00840740992288846
557,-0.0120382493880118
558,-0.00553902955475807
559,-0.00660455574382296
560,-0.0193350746539477
561,-0.00660455574382296
562,-0.00660455574382296
563,-0.00756531361356946
564,-0.0183026358332201
565,-0.0171544974831969
566,-0.0193350746539477
567,-0.00660455574382296
568,-0.00660455574382296
569,-0.00804183518632072
570,-0.00470202223492978
571,-0.0137987457480196
572,-0.0188352659070019
573,-0.0193350746539477
574,-0.0147575810194973
575,0.000692269522112929
576,-0.015593418129686
577,-0.0188352659070019
578,-0.021256800852751
579,0.00437954974924454
580,-0.00348762872606487
581,-0.00491255310271399
582,-0.0103575826651086
583,-0.00262815261599355
584,-0.00756531361356946
585,-0.0235256076930255
586,-0.00756531361356946
587,-0.00697183005787676
588,-0.00900479954069155
589,-0.0184192532722625
590,-0.0191071779927584
591,-0.00697183005787676
592,-0.00312205398949713
593,-0.0183026358332201
594,-0.015593418129686
595,-0.00497037592287059
596,-0.0113015510420712
597,-0.0192008406435696
598,-0.00756531361356946
599,-0.0128441873270477
600,-0.0120692036987699
601,-0.0134672172560653
602,-0.014039703523018
603,0.000933227297111277
604,-0.00478977533858322
605,-0.00592943421513104
606,-0.00312205398949713
607,-0.011234266076879
608,-0.0118277496325717
609,0.00170731143709135
610,-0.0213365287889538
611,-0.0130246616080395
612,-0.0151030966545037
613,-0.0099868485593186
614,-0.0126018337725517
615,-0.0150233687183009
616,-0.00756531361356946
617,0.00474512448581228
618,-0.0113744217923505
619,-0.00949574542147508
620,-0.003009814898627
621,-0.0203040899682262
622,-0.0021739777884383
623,-0.0110232074730334
624,0.00680108469499369
625,-0.0117972916130134
626,0.000661315211354789
627,-0.0027713674062414
628,-0.0126635867427604
629,0.00716665943156143
630,-0.0110605932670729
631,0.000933227297111277
632,-0.00756531361356946
633,-0.00497037592287059
634,-0.0126018337725517
635,-0.00656332065446443
636,-0.0131016425194975
637,-0.0142188265587626
638,-0.00840740992288846
639,-0.00998228917883039
640,-0.0181235127974754
641,-0.0113902597581439
642,-0.0136363534888279
643,0.000933227297111277
644,-0.0115997372313904
645,-0.00557211692309537
646,-0.0200366777537583
647,-0.0021739777884383
648,-0.013482128212822
649,-0.0117972916130134
650,-0.0137987457480196
651,-0.0137987457480196
652,-0.00557211692309537
653,-0.01604277383468
654,-0.0119653119679582
655,-0.0071504229659798
656,-0.0114261680036406
657,-0.0190776194614979
658,-0.00827165049664923
659,-0.0188352659070019
660,-0.0173868144515349
661,-0.0185983763080071
662,-0.0193350746539477
663,-0.0189549446989299
664,-0.0213365287889538
665,-0.0183026358332201
666,-0.021256800852751
667,-0.0120692036987699
668,-0.0079308883501372
669,-0.00949574542147508
670,-0.0033648509619341
671,-0.00697183005787676
672,0.00474512448581228
673,-0.000836806515442628
674,0.00474512448581228
675,-0.0209563988339361
676,-0.0081585741484794
677,-0.0112411518661851
678,-0.00961671444226265
679,-0.0148212549561896
680,-0.0137987457480196
681,-0.00339153975234457
682,-0.0141643204845873
683,-0.00959828309638425
684,-0.0173799451076757
685,-0.0093703742772593
686,-0.019155951618203
687,-0.0110605932670729
688,-0.0164083485712477
689,-0.0140019282253956
690,-0.00961671444226265
691,-0.0113718284122655
692,-0.0184890875340432
693,-0.0183026358332201
694,-0.014039703523018
695,-0.0027713674062414
696,0.00936566794819062
697,-0.00419629178289052
698,-0.0185983763080071
699,-0.0193350746539477
700,-0.0149924792099847
701,-0.010692657396943
702,-0.0133902363446073
703,-0.0121628663495812
704,-0.0127967527889146
705,-0.0120692036987699
706,-0.00499518148756746
707,-0.0185983763080071
708,-0.0193350746539477
709,-0.0209563988339361
710,-0.00660455574382296
711,-0.0107952986539084
712,-0.0200366777537583
713,-0.011558994511865
714,-0.0143920062829296
715,-0.00719419000419665
716,0.00142896786805348
717,-0.0137987457480196
718,-0.00482716113262274
719,-0.00622442578880519
720,-0.0263730489479361
721,-0.0183026358332201
722,-0.00697183005787676
723,-0.0137987457480196
724,0.00716665943156143
725,-0.0107804105005964
726,-0.0182417823513092
727,-0.0172441856814364
728,-0.0107683999924903
729,-0.0124038241245795
730,0.000661315211354789
731,-0.00456186651945826
732,-0.00697183005787676
733,0.0079407435715415
734,-0.0200366777537583
735,-0.0186691100580855
736,-0.0188352659070019
737,-0.00925015021337805
738,-0.00148830764863787
739,-0.00592943421513104
740,-0.00482716113262274
741,-0.0121933243691394
742,-0.00998228917883039
743,-0.0119837433138366
744,-0.0118277496325717
745,-0.0081585741484794
746,-0.0112096591738565
747,0.00716665943156143
748,-0.0106161756181638
749,-0.0127215125644798
750,-0.0142188265587626
751,-0.00536630509694026
752,-0.0113744217923505
753,-0.0140706578337761
754,-0.0110062536756977
755,-0.00556385947856329
756,-0.0104297239173407
757,-0.0103419708136872
758,-0.0190762236820002
759,-0.00756531361356946
760,-0.0162202806937687
761,-0.0261764472373972
762,-0.00148830764863787
763,-0.00660455574382296
764,-0.0125770038487465
765,-0.00973949220639342
766,-0.0183026358332201
767,-0.0130620474020791
768,-0.0117972916130134
769,-0.0193350746539477
770,-0.0193350746539477
771,-0.0106520838636606
772,-0.00440942335462213
773,-0.0183026358332201
774,-0.0033648509619341
775,-0.0120692036987699
776,-0.00592943421513104
777,-0.00902323088656995
778,-0.0182182463529894
779,-0.0188352659070019
780,-0.0113902597581439
781,-0.00756531361356946
782,0.0079407435715415
783,-0.00972106086051503
784,0.00276666107717272
785,-0.00743581338646053
786,-0.00798539442431244
787,-0.00756531361356946
788,-0.00556385947856329
789,-0.00339153975234457
790,-0.00715680421015713
791,-0.0143920062829296
792,-0.0104028252559225
793,-0.00262815261599355
794,-0.00239929322747825
795,-0.0117972916130134
796,-0.014039703523018
797,-0.0188352659070019
798,-0.0117972916130134
799,-0.0137987457480196
800,-0.0137987457480196
801,-0.0188352659070019
802,-0.0117972916130134
803,-0.0188352659070019
804,-0.01893440467125
805,-0.0117972916130134
806,-0.0188352659070019
807,-0.0182417823513092
808,-0.0137987457480196
809,-0.0133030051770774
810,-0.0137987457480196
811,-0.0137987457480196
812,-0.0154835823478282
813,-0.0141643204845873
814,-0.0119837433138366
815,-0.0141643204845873
816,-0.0137987457480196
817,-0.0117972916130134
818,-0.0137987457480196
819,-0.0194431941980656
820,-0.0160612051805584
821,-0.0188352659070019
822,-0.0117972916130134
823,-0.00961671444226265
824,-0.0137987457480196
825,-0.0137987457480196
826,-0.0188352659070019
827,-0.021256800852751
828,-0.0192008406435696
829,-0.0158543164536182
830,-0.0182417823513092
831,-0.021256800852751
832,-0.0180985675610613
833,-0.0137987457480196
834,-0.0137987457480196
835,-0.0180985675610613
836,-0.0191071779927584
837,-0.0137987457480196
838,-0.0188352659070019
839,-0.0117972916130134
840,-0.0137987457480196
841,-0.0137987457480196
842,-0.0114261680036406
843,-0.0137987457480196
844,-0.0188352659070019
845,-0.0137987457480196
846,-0.0190776194614979
847,-0.0137987457480196
848,-0.0162202806937687
849,-0.0126018337725517
850,-0.0203040899682262
851,-0.0117972916130134
852,-0.0188352659070019
853,-0.0137987457480196
854,-0.0188352659070019
855,-0.0108814702313283
856,-0.0137987457480196
857,-0.0116181685772688
858,-0.0115997372313904
859,-0.0188352659070019
860,-0.0137987457480196
861,-0.00961671444226265
862,-0.0117972916130134
863,-0.0188352659070019
864,-0.0137987457480196
865,-0.0162202806937687
866,-0.0141643204845873
867,-0.0203040899682262
868,-0.0181235127974754
869,-0.0117972916130134
870,0.000933227297111277
871,-0.0165910147995587
872,-0.0162202806937687
873,-0.0110232074730334
874,-0.0162202806937687
875,-0.0183026358332201
876,-0.0188352659070019
877,-0.00679122947358938
878,-0.0188352659070019
879,-0.0137987457480196
880,-0.0177091522775274
881,-0.0137987457480196
882,-0.0188352659070019
883,0.000567652560543532
884,-0.00536630509694026
885,-0.00922715948701145
886,-0.0158169306595787
887,-0.00622442578880519
888,-0.0117972916130134
889,-0.0188352659070019
890,-0.0264576324937342
891,-0.00935548612394728
892,-0.0117972916130134
893,-0.0117972916130134
894,-0.00660455574382296
895,-0.0117972916130134
896,-0.0141643204845873
897,-0.00348762872606487
898,-0.00557211692309537
899,-0.0137987457480196
900,-0.00239929322747825
901,-0.0137987457480196
902,-0.0188352659070019
903,-0.0110605932670729
904,-0.0110605932670729
905,-0.0188352659070019
906,-0.0162202806937687
907,-0.0141643204845873
908,-0.0185983763080071
909,-0.0175050840053686
910,-0.0175659374872795
911,-0.0162651337809999
912,-0.0111459852371641
913,-0.0213365287889538
914,-0.0113887822096011
915,-0.0177924266463152
916,-0.0152871210405783
917,-0.0174905258464398
918,-0.0137987457480196
919,-0.0162202806937687
920,-0.0180985675610613
921,-0.0130620474020791
922,-0.0137987457480196
923,-0.0188352659070019
924,-0.0188352659070019
925,-0.0130620474020791
926,-0.0166546887362511
927,-0.0188352659070019
